symbol,name,sector_name,list_days,amount_proxy,turnover_rate,total_mv,source,group
000021.SZ,深科技,元器件,11790,5337896175.341562,10.0734,5299001.5043,,
000034.SZ,神州数码,软件服务,11694,1833944749.55846,6.2015,2957259.9364,,
000039.SZ,中集集团,运输设备,11725,1297432585.47545,1.9835,6541127.227,,
000060.SZ,中金岭南,铅锌,10704,2246826452.337174,6.8366,3286467.6189,,
000062.SZ,深圳华强,元器件,10697,2131888151.7765908,6.3479,3358414.8329,,
000063.SZ,中兴通讯,通信设备,10405,6407774112.465981,3.649,17560356.5702,,
000066.SZ,中国长城,IT设备,10550,10791770526.643673,16.3193,6612888.1304,,
000070.SZ,特发信息,通信设备,9500,2044300913.853688,12.3511,1655156.9608,,
000100.SZ,TCL科技,元器件,8141,3073945628.1599126,3.5354,8694760.5028,,
000333.SZ,美的集团,家用电器,4622,3908394045.510128,0.6221,62825816.5168,,
000338.SZ,潍柴动力,汽车配件,6955,6584184572.153581,2.1735,30293004.7028,,
000408.SZ,藏格矿业,农药化肥,10913,1760949870.536258,1.3397,13144359.7114,,
000425.SZ,徐工机械,工程机械,10852,1195834158.298684,1.0001,11957145.8684,,
000426.SZ,兴业银锡,铅锌,10852,5247545923.381606,6.6953,7837656.1519,,
000539.SZ,粤电力Ａ,火力发电,11858,2405361430.1206913,6.6397,3622695.9503,,
000547.SZ,航天发展,通信设备,11854,3002439075.067852,7.4242,4044124.7206,,
000559.SZ,万向钱潮,汽车配件,11813,3117348660.9321003,5.373,5801877.277,,
000568.SZ,泸州老窖,白酒,11694,1247043950.47323,0.931,13394671.8633,,
000591.SZ,太阳能,新型电力,11054,1501257156.58308,6.397,2346814.3764,,
000592.SZ,平潭发展,林业,11006,2662740702.490758,12.8222,2076664.4589,,
000601.SZ,韶能股份,水力发电,10850,2185155595.8922195,26.054,838702.5393,,
000620.SZ,盈新发展,全国地产,10790,1818941386.54169,9.5023,1914211.703,,
000628.SZ,高新发展,建筑工程,10770,2664631617.4319997,11.9155,2236273.44,,
000630.SZ,铜陵有色,铜,10768,3253286633.4519596,3.9005,8340691.2792,,
000636.SZ,风华高科,元器件,10759,1911629954.359521,6.1193,3123935.6697,,
000651.SZ,格力电器,家用电器,10770,2001290408.2008903,0.887,22562462.3247,,
000657.SZ,中钨高新,小金属,10753,5983383055.7558155,4.6509,12865000.4424,,
000688.SZ,国城矿业,铅锌,10707,1300967564.6511,2.718,4786488.4645,,
000700.SZ,模塑科技,汽车配件,10668,1563112247.97111,12.3117,1269615.283,,
000725.SZ,京东方Ａ,元器件,9254,3467242419.12648,2.2608,15336351.8185,,
000767.SZ,晋控电力,火力发电,10567,2512705478.0204344,16.6658,1507701.6873,,
000783.SZ,长江证券,证券,10515,1312162547.52558,2.8047,4678441.714,,
000791.SZ,甘肃能源,水力发电,10440,1527255544.56804,5.068,3013527.1203,,
000792.SZ,盐湖股份,农药化肥,10480,3672348274.331892,2.0478,17933139.3414,,
000807.SZ,云铝股份,铝,10264,2411639254.176625,2.3375,10317173.2799,,
000811.SZ,冰轮环境,工程机械,10214,1873179446.9989176,5.6986,3287087.0863,,
000815.SZ,美利云,通信设备,10202,2056363459.702944,14.0574,1462833.4256,,
000831.SZ,中国稀土,小金属,10108,3545785810.830135,5.9793,5930101.8695,,
000833.SZ,粤桂股份,综合类,10047,3948998717.303301,17.042,2317215.5365,,
000839.SZ,国安股份,综合类,10423,1166059908.4478762,8.6476,1348420.2651,,
000858.SZ,五粮液,白酒,10245,3137602149.20117,0.9305,33719528.7394,,
000878.SZ,云南铜业,铜,10209,1769508566.7473764,3.9504,4479314.9219,,
000880.SZ,潍柴重机,专用机械,10270,2936040181.556563,19.4881,1506581.0323,,
000925.SZ,众合科技,运输设备,9835,1237764787.44385,19.0825,648638.6938,,
000933.SZ,神火股份,铝,9754,2116472189.0522883,3.1296,6762756.2278,,
000938.SZ,紫光股份,IT设备,9689,8740463298.56483,9.577,9126514.8779,,
000960.SZ,锡业股份,小金属,9580,2942664834.2163906,4.897,6009117.4887,,
000962.SZ,东方钽业,小金属,9612,1537866678.810306,5.6901,2702705.8906,,
000967.SZ,盈峰环境,环境保护,9542,2852439087.215046,6.5798,4335145.5777,,
000973.SZ,佛塑科技,塑料,9486,3715084846.354464,8.9056,4171627.7919,,
000975.SZ,山金国际,黄金,9472,1921721053.574336,2.7584,6966796.1629,,
000977.SZ,浪潮信息,IT设备,9472,5540687827.245519,5.374,10310174.5948,,
000981.SZ,山子高科,汽车配件,9458,4316474439.092864,9.7904,4408884.6616,,
000988.SZ,华工科技,专用机械,9472,11885699052.551268,8.8227,13471725.2684,,
001203.SZ,大中矿业,普钢,1831,1443790748.9750369,2.2227,6495661.8031,,
001210.SZ,金房能源,供气供热,1751,1163767806.01172,24.566,473731.0942,,
001259.SZ,利仁科技,,,,,,lianban_potential,家用电器
001267.SZ,汇绿生态,通信设备,1640,5306083221.46232,10.7696,4926908.3545,,
001280.SZ,中国铀业,小金属,163,12131943169.41345,7.485,16208340.9077,,
001287.SZ,中电港,元器件,1131,1678358326.5576088,7.7361,2169514.7769,,
001309.SZ,德明利,半导体,1414,21374155447.771378,13.2325,16152771.9235,screenshot_watchlist,半导体
001339.SZ,智微智能,IT设备,1369,2594840994.9919457,10.0993,2569327.5722,,
001359.SZ,平安电工,矿物制品,778,1370037934.349722,7.3981,1851878.0962,,
001369.SZ,双欣材料,化纤,136,1241935182.75,6.9275,1792761.0,,
001386.SZ,马可波罗,家居用品,205,1205734026.0,5.425,2222551.2,,
001389.SZ,广合科技,元器件,773,4176129298.0068,4.8918,8536999.26,,
001391.SZ,国货航,仓储物流,501,1606070999.820015,2.4361,6592795.8615,,
001896.SZ,豫能控股,火力发电,10340,2814545362.2419167,12.1439,2317661.8403,,
002008.SZ,大族激光,专用机械,7994,8415657741.428274,5.7039,14754216.8366,,
002009.SZ,天奇股份,工程机械,7990,2759269762.111746,24.3258,1134297.6437,,
002015.SZ,协鑫能科,新型电力,7981,5428312901.54636,15.4028,3524237.737,,
002023.SZ,海特高新,,,,,,screenshot_watchlist,航空
002025.SZ,航天电器,元器件,7963,1443951075.65848,4.5685,3160667.7808,,
002028.SZ,思源电气,电气设备,7953,4339552500.4902,2.919,14866572.458,,
002031.SZ,巨轮智能,汽车配件,7942,4674562126.203815,25.3022,1847492.3628,lianban_potential,汽车配件
002034.SZ,旺能环境,环境保护,7932,1267878150.830291,10.8251,1171239.2041,,
002044.SZ,美年健康,医疗保健,7667,1869342419.31458,7.6657,2438580.194,,
002049.SZ,紫光国微,半导体,7648,2955335497.5346875,4.5016,6565077.9668,,
002050.SZ,三花智控,家用电器,7647,17161005278.601215,7.8336,21906920.5456,,
002066.SZ,瑞泰科技,,,,,,lianban_potential,其他建材
002074.SZ,国轩高科,电气设备,7149,1816985201.19732,2.772,6554780.6681,,
002080.SZ,中材科技,玻璃,7116,4118325913.226449,3.7884,10870884.5772,,
002081.SZ,金螳螂,装修装饰,7116,4302907826.957329,20.6431,2084429.0959,,
002108.SZ,沧州明珠,,,,,,screenshot_watchlist,塑料
002119.SZ,康强电子,半导体,7014,1143637264.18032,13.1127,872160.016,,
002129.SZ,TCL中环,电气设备,6965,2513041991.366319,6.3231,3974382.8049,,
002130.SZ,沃尔核材,电气设备,6965,1188941639.1400442,3.7764,3148346.6771,,
002131.SZ,利欧股份,互联网,6958,2786230740.74098,6.253,4455830.3866,,
002149.SZ,西部材料,小金属,6853,4197848705.1163983,12.4578,3369654.9191,,
002155.SZ,湖南黄金,黄金,6847,1708826970.6020758,4.1548,4112898.2637,,
002156.SZ,通富微电,半导体,6847,9027854043.190416,10.4328,8653337.5922,,
002157.SZ,正邦科技,农业综合,6846,1235051738.363602,3.9502,3126554.9551,,
002165.SZ,红宝丽,化工原料,6819,2376639075.490744,33.1862,716152.8212,,
002176.SZ,江特电机,小金属,6790,1643524012.0102322,7.1613,2295007.9064,,
002179.SZ,中航光电,元器件,6770,1915635486.327339,2.2927,8355369.1557,,
002181.SZ,粤传媒,出版业,6755,2033392586.74447,8.8945,2286123.5446,lianban_pool,出版业
002183.SZ,怡亚通,仓储物流,6758,1916632365.438442,10.2931,1862055.5182,,
002185.SZ,华天科技,半导体,6751,3644894483.42448,7.802,4671743.7624,,
002192.SZ,融捷股份,小金属,6736,2630518347.617082,11.0526,2379999.5907,,
002195.SZ,岩山科技,软件服务,6729,1625602921.8406122,3.2989,4927712.0308,,
002196.SZ,方正电机,纺织机械,6729,1659655580.9255,21.79,761659.2845,,
002202.SZ,金风科技,电气设备,6715,5470104201.666401,5.1617,10597485.7153,,
002208.SZ,合肥城建,区域地产,6682,3333150048.6556873,19.9873,1667633.9719,,
002217.SZ,合力泰,元器件,6659,3320614606.069153,14.3679,2311134.2688,,
002222.SZ,福晶科技,元器件,6631,5077301589.360001,10.2032,4976185.5,,
002229.SZ,鸿博股份,广告包装,6581,1505289517.832331,16.7607,898106.5933,,
002230.SZ,科大讯飞,软件服务,6577,2731318368.208305,2.4121,11323404.3705,,
002240.SZ,盛新锂能,小金属,6566,2882468742.099408,6.1677,4673490.5104,,
002241.SZ,歌尔股份,元器件,6567,3751912505.323857,4.1727,8991570.2191,,
002245.SZ,蔚蓝锂芯,电气设备,6553,4107784112.709685,13.7406,2989523.1014,,
002249.SZ,大洋电机,电气设备,6539,1514568555.824492,6.1982,2443561.9306,,
002254.SZ,泰和新材,化纤,6533,1830738593.5972,15.064,1215307.0855,,
002261.SZ,拓维信息,软件服务,6505,2541647602.961997,6.0523,4199473.9239,,
002271.SZ,东方雨虹,其他建材,6456,1186478211.46092,3.318,3575883.6994,,
002273.SZ,水晶光电,元器件,6447,3131008445.5814996,5.925,5284402.4398,,
002281.SZ,光迅科技,通信设备,6111,18460452583.704166,11.6467,15850371.851,,
002290.SZ,禾盛新材,家用电器,6098,2135681713.346084,9.2308,2313647.4773,,
002294.SZ,信立泰,化学制药,6091,1198567127.1995,3.05,3929728.2859,,
002297.SZ,博云新材,航空,6072,3562045976.491669,24.0439,1481475.9571,,
002309.SZ,中利集团,电气设备,6013,4119891021.3032,29.458,1398564.404,,
002310.SZ,东方新能,新型电力,6013,1568120032.979759,8.5141,1841791.8899,,
002317.SZ,众生药业,中成药,5999,1143507716.808984,6.2694,1823950.8036,,
002326.SZ,永太科技,化工原料,5988,1923561053.7175968,8.8403,2175900.1999,,
002335.SZ,科华数据,电气设备,5966,3646894822.63013,10.433,3495538.0261,screenshot_watchlist,电气设备
002339.SZ,积成电子,,,,,,screenshot_watchlist,电气设备
002340.SZ,格林美,小金属,5957,1384936748.2934885,3.2084,4316596.2732,,
002342.SZ,巨力索具,机械基件,5953,2924516553.6,15.6787,1865280.0,,
002353.SZ,杰瑞股份,化工机械,5943,3373314338.0091624,2.3899,14114876.5137,,
002361.SZ,神剑股份,化工原料,5917,3925563075.50592,21.828,1798407.1264,,
002364.SZ,中恒电气,电气设备,5915,2857136471.032536,10.5951,2696658.3336,,
002371.SZ,北方华创,半导体,5904,13804176231.97824,3.217,42910090.8672,screenshot_watchlist,半导体
002374.SZ,中锐股份,,,,,,lianban_potential,广告包装
002378.SZ,章源钨业,小金属,5889,1625209385.807392,4.4704,3635489.8573,,
002379.SZ,宏桥控股,铝,5889,9003038110.198776,3.2697,27534752.7608,,
002380.SZ,科远智慧,软件服务,5889,2401311575.897835,23.7217,1012284.7755,,
002384.SZ,东山精密,元器件,5880,27398338185.841553,7.3561,37245739.1632,,
002400.SZ,省广集团,广告包装,5853,1518793632.345276,9.8108,1548083.3697,,
002402.SZ,和而泰,元器件,5848,1532274505.0221,5.286,2898741.0235,,
002407.SZ,多氟多,化工原料,5841,6212567100.464726,14.3097,4341507.5791,lianban_pool,化工原料
002409.SZ,雅克科技,半导体,5834,6143268632.765081,12.0119,5114318.8278,,
002414.SZ,高德红外,电器仪表,5782,1332195228.1972702,2.2313,5970489.079,,
002415.SZ,海康威视,IT设备,5831,2075306711.197032,0.6837,30354054.5736,,
002428.SZ,云南锗业,小金属,5820,10715326356.2592,18.1627,5899632.96,,
002429.SZ,兆驰股份,家用电器,5818,2647684201.923565,4.6235,5726579.8679,,
002432.SZ,九安医疗,医疗保健,5818,1992222525.6963491,5.7587,3459500.4527,,
002436.SZ,兴森科技,元器件,5810,4832191774.811217,9.0283,5352272.0499,,
002439.SZ,启明星辰,软件服务,5805,1269256388.064592,6.5608,1934606.1274,,
002445.SZ,中南文化,钢加工,5785,1766723100.590391,17.4913,1010058.2007,,
002460.SZ,赣锋锂业,小金属,5757,7537237132.285152,4.6052,16366796.5176,screenshot_watchlist_a_share_counterpart,小金属
002463.SZ,沪电股份,元器件,5749,6468729959.863964,3.2639,19819020.0676,screenshot_watchlist,元器件
002465.SZ,海格通信,通信设备,5736,1494141519.550249,4.0189,3717787.2541,,
002466.SZ,天齐锂业,小金属,5736,5617986186.363638,4.7449,11840051.8164,,
002472.SZ,双环传动,汽车配件,5726,2303007997.55796,6.3756,3612221.591,screenshot_watchlist,汽车配件
002475.SZ,立讯精密,元器件,5721,14754194929.037071,2.7365,53916297.9318,,
002484.SZ,江海股份,元器件,5707,3284101148.780088,7.9352,4138649.4969,,
002487.SZ,大金重工,电气设备,5691,1771644349.9101827,3.5891,4936179.9613,,
002491.SZ,通鼎互联,通信设备,5685,4667087588.41584,16.7968,2778557.5755,,
002497.SZ,雅化集团,小金属,5666,1260077263.1084588,4.2277,2980526.6767,,
002498.SZ,汉缆股份,电气设备,5666,2895965172.44892,9.0961,3183743.772,,
002506.SZ,协鑫集成,电气设备,5657,5455534792.864662,19.9683,2732097.7714,,
002518.SZ,科士达,电气设备,5638,1710909893.1213405,5.0735,3372247.7444,,
002531.SZ,天顺风能,电气设备,5614,1700226855.0273724,7.6062,2235317.0506,,
002532.SZ,天山铝业,铝,5614,1388516800.184896,1.9568,7095854.4572,,
002536.SZ,飞龙股份,汽车配件,5603,1639063036.3907278,6.4182,2553773.7004,,
002549.SZ,凯美特气,环境保护,5565,1497712319.406744,10.7911,1387914.4104,,
002552.SZ,宝鼎科技,元器件,5558,1326266874.3658352,10.6391,1246596.8685,,
002558.SZ,巨人网络,互联网,5553,1923773002.2106016,3.3606,5724492.6567,,
002560.SZ,通达股份,电气设备,5552,1987644588.677748,25.8687,768358.9004,,
002565.SZ,顺灏股份,造纸,5537,2535632148.0258937,12.7241,1992779.1734,,
002580.SZ,圣阳股份,电气设备,5488,2989437764.655537,23.3649,1279456.6913,,
002594.SZ,比亚迪,汽车整车,5433,11740430470.31972,1.3372,87798612.551,,
002600.SZ,领益智造,元器件,5418,10066373812.19273,8.1311,12380088.5639,,
002602.SZ,世纪华通,互联网,5405,2863968538.542644,2.6078,10982316.6598,,
002611.SZ,东方精工,轻工机械,5372,1236686427.188492,5.5244,2238589.5793,,
002617.SZ,露笑科技,电气设备,5351,4761980347.8042,26.6481,1786986.82,,
002624.SZ,完美世界,互联网,5313,1175682931.812928,3.7877,3103949.4464,,
002625.SZ,光启技术,航空,5307,1146265261.790966,1.3198,8685143.6717,,
002636.SZ,金安国纪,元器件,5285,1472988316.8,4.7164,3123120.0,,
002639.SZ,雪人集团,专用机械,5275,1432908792.6619198,10.808,1325785.3374,,
002648.SZ,卫星化学,化工原料,5252,2088487295.557025,2.2079,9459157.0975,screenshot_watchlist,化工原料
002654.SZ,万润科技,互联网,5201,1716068356.301772,12.2518,1400666.3154,,
002655.SZ,共达电声,元器件,5201,1803531783.07305,13.2515,1361001.987,,
002703.SZ,浙江世宝,汽车配件,4942,1396463716.62112,8.9345,1563001.5296,,
002706.SZ,良信股份,电气设备,4497,1327855380.4894772,9.9771,1330903.1487,,
002709.SZ,天赐材料,化工原料,4495,10467514129.3245,8.9238,11729884.275,,
002714.SZ,牧原股份,农业综合,4490,2914294343.212744,1.1878,24535227.6748,,
002716.SZ,湖南白银,小金属,4490,2892615673.173688,9.3148,3105397.5106,,
002730.SZ,电光科技,,,,,,screenshot_watchlist,专用机械
002738.SZ,中矿资源,小金属,4154,2599699617.521024,4.9312,5271941.1452,,
002747.SZ,埃斯顿,机械基件,4074,2772712788.71026,11.2661,2461111.466,,
002756.SZ,永兴材料,小金属,4018,1880988412.651578,4.8033,3916033.5866,,
002759.SZ,天际股份,电气设备,4005,2361876509.5047,12.9309,1826536.83,,
002779.SZ,中坚科技,,,,,,screenshot_watchlist,农用机械
002792.SZ,通宇通讯,通信设备,3700,3101288915.7240868,12.2397,2533794.8771,,
002812.SZ,恩捷股份,电气设备,3530,2992997751.3134117,3.9862,7508398.3526,,
002821.SZ,凯莱英,生物制药,3465,1149668207.7980547,2.7005,4257242.0211,,
002837.SZ,英维克,专用机械,3424,4950734069.855954,5.0403,9822300.3985,screenshot_watchlist,专用机械
002842.SZ,翔鹭钨业,小金属,3403,1509408398.4111204,12.664,1191889.1333,,
002850.SZ,科达利,电气设备,3361,1899085368.751935,3.5405,5363890.3227,,
002851.SZ,麦格米特,电气设备,3357,4046202980.950722,5.4294,7452394.3363,,
002865.SZ,钧达股份,电气设备,3307,3953200033.171835,13.0649,3025817.2915,,
002866.SZ,传艺科技,,,,,,screenshot_watchlist,IT设备
002885.SZ,京泉华,元器件,3244,1608174226.9839506,13.7313,1171174.0527,,
002886.SZ,沃特股份,塑料,3244,1150339076.9794,15.98,719861.7503,,
002896.SZ,中大力德,机械基件,3181,1464683734.6417382,9.2469,1583972.7202,,
002902.SZ,铭普光磁,通信设备,3150,2902858066.7693095,31.1922,930635.8855,,
002915.SZ,中欣氟材,,,,,,lianban_potential,化工原料
002916.SZ,深南电路,元器件,3075,3253704803.801018,1.4777,22018710.1834,,
002918.SZ,蒙娜丽莎,陶瓷,3069,1695122960.5132203,22.2572,761606.5635,lianban_pool,陶瓷
002920.SZ,德赛西威,汽车配件,3062,1301050229.0129402,2.0762,6266497.587,,
002922.SZ,伊戈尔,电气设备,3059,1344681100.9807699,7.5005,1792788.6154,screenshot_watchlist,电气设备
002929.SZ,润建股份,通信设备,2997,7090371447.958343,26.8403,2641688.5981,,
002938.SZ,鹏鼎控股,元器件,2796,3317934231.7608843,1.6661,19914376.2785,,
002940.SZ,昂利康,化学制药,2761,2509916116.436091,28.7811,872070.9481,,
002943.SZ,宇晶股份,机床制造,2724,1759098842.57772,10.8632,1619319.2085,,
002957.SZ,科瑞技术,专用机械,2485,2073093627.229028,10.8439,1911760.1852,,
002969.SZ,嘉美包装,广告包装,2356,1180591303.570168,5.3576,2203582.3943,,
002971.SZ,和远气体,化工原料,2314,1783262105.2896,20.4352,872642.355,,
002975.SZ,博杰股份,专用机械,2291,3544015662.503973,14.8081,2393295.3333,,
002979.SZ,雷赛智能,专用机械,2228,1768599489.4217093,9.3853,1884435.7553,,
002980.SZ,华盛昌,电器仪表,2221,3916843220.855822,21.4814,1823364.9673,,
002990.SZ,盛视科技,软件服务,2181,2788953416.28904,15.3272,1819610.507,,
003021.SZ,兆威机电,元器件,1988,1998352063.110921,7.0471,2835708.3951,,
003022.SZ,联泓新科,化工原料,1984,1486463905.04976,4.4289,3356282.384,,
003031.SZ,中瓷电子,元器件,1957,4049417522.853655,5.5901,7243908.9155,,
